count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
74949,2003,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"A645 Pontefract Road","A1 main route",448180,423380,53.70463623,-1.27163332,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",7,90,4254,20,663,164,43,61,16,128,196,608,5635
950111,2003,8,"Yorkshire and The Humber",88,Wakefield,B6128,Minor,,,428660,418890,53.66571279,-1.56772851,,,Counted,"Manual count",133,107,8200,148,975,149,14,3,4,4,4,178,9608
951549,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,432610,416550,53.64445068,-1.50819526,,,Counted,"Manual count",56,57,5226,56,314,76,9,10,27,31,7,160,5813
74943,2003,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"A636 Charlesworth Way",A638,433090,420250,53.67767559,-1.50054198,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",93,185,17082,155,1655,202,18,25,13,25,31,314,19391
74950,2003,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"A645 Pontefract Road","A1 main route",448400,423470,53.70542479,-1.26828697,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",9,47,4322,34,819,203,37,58,34,113,170,615,5837
954372,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,438740,411770,53.60107265,-1.41606688,,,Counted,"Manual count",14,56,3086,22,599,97,23,37,36,53,59,305,4068
77589,2003,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane",M62,440000,423110,53.70289852,-1.39557264,2.50,1.55,Estimated,"Estimated using previous year's AADF on this link",38,131,12141,49,1970,481,77,101,128,219,212,1218,15509
77653,2003,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A61,"B6389 Agbrigg Rd",434250,419630,53.67202869,-1.48305024,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",74,418,24913,522,3304,581,96,91,61,124,108,1061,30218
930759,2003,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,431930,420860,53.68323005,-1.51803944,,,Counted,"Manual count",74,24,3934,116,427,29,5,3,5,0,2,44,4545
930761,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,449650,423510,53.70566719,-1.24934663,,,Counted,"Manual count",119,32,3607,44,473,0,39,3,1,0,0,43,4199
77591,2003,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A1,"Brockadale Ave",445570,420500,53.67898607,-1.31158933,0.60,0.37,Estimated,"Estimated from nearby links",19,101,5887,90,792,110,6,12,35,16,11,190,7060
77593,2003,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Trundles Lane","LA Boundary",451500,423710,53.70728585,-1.22129124,0.70,0.43,Estimated,"Estimated from nearby links",137,103,7275,141,939,180,43,73,12,97,134,539,8997
930763,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,439430,422540,53.69781881,-1.40427858,,,Counted,"Manual count",67,16,1591,35,130,11,1,0,0,1,0,13,1785
930765,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,431720,423150,53.70382485,-1.52098537,,,Counted,"Manual count",79,93,6436,58,618,46,6,2,1,0,1,56,7261
7419,2002,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,A639,A6032,441400,425000,53.71977618,-1.37411537,1.90,1.18,Counted,"Manual count",56,195,9627,268,1558,254,29,20,28,44,15,390,12038
77590,2003,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"Castlegate Drive",A639,445330,420400,53.67810814,-1.31523699,0.70,0.43,Estimated,"Estimated from nearby links",12,121,8759,104,1365,207,25,32,33,24,41,362,10711
77594,2003,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,"Green St","LA Boundary",442750,426360,53.73189062,-1.35347191,0.20,0.12,Estimated,"Estimated from nearby links",6,141,7335,96,1215,146,33,42,28,69,44,362,9149
77651,2003,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Wood Lane",A6186,433260,416000,53.63946659,-1.49842198,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",26,73,7602,133,922,200,31,28,61,91,65,476,9206
930762,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,441920,419770,53.67272985,-1.36694136,,,Counted,"Manual count",114,38,1181,114,122,12,0,1,0,1,0,14,1469
48771,2003,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"LA Boundary","Wood Lane, Newmillerdam",433500,412000,53.60349985,-1.49522107,4.10,2.55,Estimated,"Estimated using previous year's AADF on this link",14,158,5402,52,907,172,29,37,68,87,77,470,6989
7396,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A628,A645,440000,417650,53.65382603,-1.39627446,7.30,4.54,Counted,"Manual count",30,255,11783,265,1668,409,58,75,48,79,54,723,14694
16578,2002,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A650 Bradford Road","A650 Roundabout",432770,422000,53.69342431,-1.50520187,0.40,0.25,Counted,"Manual count",85,365,28000,250,3027,454,73,36,51,92,71,777,32419
990057,2003,8,"Yorkshire and The Humber",88,Wakefield,B6389,Minor,,,434380,418800,53.66456033,-1.48117418,,,Counted,"Manual count",47,108,5208,40,592,78,4,2,3,0,0,87,6035
36008,2002,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,"LA boundary",39,430180,414300,53.62437312,-1.54516910,5.40,3.36,Estimated,"Estimated using previous year's AADF on this link",0,299,68781,292,12366,3831,567,497,1035,2674,2088,10692,92430
967212,2003,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,430497,420091,53.67640369,-1.53981033,,,Counted,"Manual count",39,66,6350,76,976,189,14,17,23,35,26,304,7772
17345,2002,8,"Yorkshire and The Humber",88,Wakefield,A637,Major,"LA boundary",A636,428830,413500,53.61725852,-1.56565347,3.00,1.86,Counted,"Manual count",8,130,9573,56,1544,293,35,29,28,76,80,541,11844
27388,2002,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,A638,"Castlegate Drive",445100,420000,53.67453299,-1.31877661,4.40,2.73,Counted,"Manual count",13,89,7821,90,1091,190,22,27,32,25,34,330,9421
27424,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A639,"A645 spur",448100,423100,53.70212712,-1.27288844,3.31,2.06,Counted,"Manual count",43,74,12800,152,1344,237,33,34,33,65,68,470,14840
27437,2002,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,M62,A639,440500,424220,53.71283630,-1.38785458,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",67,190,19458,281,3468,1030,190,159,342,548,754,3023,26420
26605,2002,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A638 intersection",A642,433550,421000,53.68438719,-1.49349773,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",39,210,19877,192,2170,408,80,43,46,73,87,737,23186
17347,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A642,"A638 Ings Road",432410,420480,53.67978524,-1.51081184,0.50,0.31,Counted,"Manual count",109,445,32206,825,3582,469,64,61,62,90,60,806,37864
26056,2002,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,31,32,442300,423400,53.70532416,-1.36069595,4.30,2.67,Counted,"Manual count",0,207,52948,132,10158,3363,527,653,1229,4559,3614,13945,77390
37482,2002,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,M1,A61,432000,423600,53.70785233,-1.51669780,3.50,2.17,Counted,"Manual count",29,264,15283,77,2069,368,59,49,60,134,72,742,18435
56617,2002,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"Bridge Street","Ings Road/Kirkgate inersection",433770,420130,53.67655371,-1.49026124,0.30,0.19,Counted,"Manual count",147,571,47682,1192,5646,1029,124,119,86,150,137,1645,56736
74948,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"A645 spur","A645 spur",448270,423200,53.70301021,-1.27029807,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",79,108,12618,182,1499,404,70,67,52,235,215,1043,15450
74950,2002,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"A645 Pontefract Road","A1 main route",448400,423470,53.70542479,-1.26828697,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",10,33,4488,34,754,210,36,55,35,127,153,616,5925
73662,2003,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,M1,"LA Boundary",428000,421660,53.69064486,-1.57746788,3.20,1.99,Counted,"Dependent on a neighbouring counted link",46,169,19887,313,3350,447,120,63,100,299,182,1211,24930
73701,2002,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A6032,"Green St",442900,426140,53.72990109,-1.35122879,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",148,193,12444,294,1961,328,55,52,29,54,45,563,15455
930766,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,433780,423960,53.71097617,-1.48969394,,,Counted,"Manual count",35,65,3742,57,372,22,1,0,1,0,0,24,4260
930769,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,444460,425130,53.72069349,-1.32772986,,,Counted,"Manual count",80,65,4298,38,415,42,4,0,3,1,0,50,4866
56864,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A645,A655,436000,419000,53.66624921,-1.45663543,2.30,1.43,Counted,"Manual count",25,184,16705,428,1972,446,64,283,44,98,62,997,20286
73700,2006,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"LA Boundary",A6032,441027,425708,53.72616873,-1.37967373,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",35,109,7764,79,1201,94,6,140,18,24,15,297,9450
73408,2004,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"LA Boundary",A639,451054,413646,53.61688091,-1.22969764,0.10,0.06,Counted,"Dependent on a neighbouring counted link",0,143,36883,203,6109,2393,321,210,1180,3589,3364,11057,54395
74949,2002,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"A645 Pontefract Road","A1 main route",448180,423380,53.70463623,-1.27163332,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",8,63,4417,20,610,169,42,58,16,144,177,606,5716
46008,2002,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,40,"LA Boundary",429500,423000,53.70260634,-1.55462681,2.40,1.49,Counted,"Manual count",0,298,73421,278,13822,3590,553,328,1245,3150,2177,11043,98862
7375,2002,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A645,A628,445460,421000,53.68348937,-1.31318141,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",37,129,14204,259,969,854,54,35,38,25,58,1064,16625
7407,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"A645 spur","Trundles Lane",450030,423800,53.70823732,-1.24354396,2.90,1.80,Counted,"Manual count",45,38,9331,182,1235,230,51,64,44,114,71,574,11360
56840,2002,8,"Yorkshire and The Humber",88,Wakefield,A6032,Major,A639,A655,442000,425720,53.72619938,-1.36492632,1.60,0.99,Counted,"Manual count",81,97,7277,131,1273,189,19,9,15,27,35,294,9072
77592,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Queen's Ave",A639,445070,421500,53.68801681,-1.31901334,0.90,0.56,Estimated,"Estimated from nearby links",40,202,12049,344,1336,289,16,24,67,90,45,531,14462
77594,2002,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,"Green St","LA Boundary",442750,426360,53.73189062,-1.35347191,0.20,0.12,Estimated,"Estimated from nearby links",7,115,7270,93,1078,149,32,39,30,79,41,370,8926
80615,2003,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"STUART ROAD",A645,444710,422710,53.69892252,-1.32429010,1.70,1.06,Counted,"Manual count",38,116,22329,219,2841,415,49,29,75,173,96,837,26342
77592,2003,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Queen's Ave",A639,445070,421500,53.68801681,-1.31901334,0.90,0.56,Estimated,"Estimated from nearby links",34,248,12158,357,1504,284,17,24,63,78,48,514,14781
77617,2003,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Wentworth Rd","Houndhill Lane",442500,419970,53.67448066,-1.35813531,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",65,153,14756,360,1967,242,38,32,55,55,59,481,17717
930764,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,433890,418680,53.66351367,-1.48860249,,,Counted,"Manual count",25,17,2014,6,147,14,1,0,0,1,0,16,2200
77590,2002,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"Castlegate Drive",A639,445330,420400,53.67810814,-1.31523699,0.70,0.43,Estimated,"Estimated from nearby links",14,99,8681,100,1211,210,24,30,35,27,38,364,10455
7407,2001,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"A645 spur","Trundles Lane",450030,423800,53.70823732,-1.24354396,2.90,1.80,Estimated,"Estimated using previous year's AADF on this link",85,89,8962,181,1138,177,47,87,60,133,103,607,10977
36088,2002,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,"M62 Jct 33",A645,448360,423000,53.70120443,-1.26896604,1.10,0.68,Estimated,"Estimated using previous year's AADF on this link",4,246,35517,216,5478,2337,438,458,802,2890,3338,10263,51720
77656,2002,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Moorhouse Grove, Bottom Boat",M62,435830,425750,53.72692787,-1.45843038,0.80,0.50,Estimated,"Estimated from nearby links",13,72,10550,68,1247,142,34,45,22,24,16,283,12220
77589,2002,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,"B6133 Church Lane",M62,440000,423110,53.70289852,-1.39557264,2.50,1.55,Counted,"Manual count",42,92,12608,51,1814,496,75,96,133,245,192,1237,15802
990057,2002,8,"Yorkshire and The Humber",88,Wakefield,B6389,Minor,,,434380,418800,53.66456033,-1.48117418,,,Counted,"Manual count",20,113,5357,41,632,70,7,1,1,0,1,80,6223
37460,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"LA Boundary",A1,445000,415170,53.63113176,-1.32098784,7.30,4.54,Counted,"Manual count",7,148,7394,63,994,234,26,51,31,93,64,499,9098
73659,2003,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"LA Boundary",A637,427240,413850,53.62048907,-1.58965816,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",18,83,10434,72,1445,374,39,57,21,40,29,560,12594
77618,2003,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Houndhill Lane","Queen's Ave",444000,420650,53.68046839,-1.33533465,1.30,0.81,Counted,"Manual count",31,223,10953,321,1356,255,15,22,56,70,43,461,13314
77650,2003,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"Hollin Lane",M1,430800,416960,53.64824498,-1.53553299,0.80,0.50,Estimated,"Estimated from nearby links",11,96,16162,49,1836,328,18,79,20,41,33,519,18662
77652,2003,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"LA Boundary","Bridge Rd, Horbury",427000,417450,53.65285815,-1.59297525,3.80,2.36,Estimated,"Estimated using previous year's AADF on this link",17,79,9512,90,1225,197,29,59,31,40,33,389,11295
7375,2001,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A645,A628,445460,421000,53.68348937,-1.31318141,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",35,125,13980,257,904,903,52,35,42,29,52,1113,16379
80615,2002,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,"STUART ROAD",A645,444710,422710,53.69892252,-1.32429010,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",46,107,21848,221,2566,399,45,25,79,193,86,827,25569
951549,2002,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,432610,416550,53.64445068,-1.50819526,,,Counted,"Manual count",13,31,4861,65,328,81,4,2,26,13,14,140,5425
73659,2002,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"LA Boundary",A637,427240,413850,53.62048907,-1.58965816,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",22,68,10341,70,1282,380,37,53,23,45,27,565,12326
47401,2002,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,B6422,A638,444000,415000,53.62968864,-1.33613261,4.40,2.73,Estimated,"Estimated using previous year's AADF on this link",12,100,6674,99,1042,219,38,23,34,42,78,434,8349
47419,2002,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A637,"Hollin Lane, Calder Grove",430060,416300,53.64235584,-1.54679088,3.90,2.42,Counted,"Manual count",12,80,14247,44,1494,284,15,63,19,41,27,449,16314
47434,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A638,"Wentworth Rd, Featherstone",440000,419900,53.67404826,-1.39598550,4.70,2.92,Counted,"Manual count",29,99,8101,119,924,123,7,13,10,14,6,173,9416
74945,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Charlesworth Way",Westgate,432770,420550,53.68039202,-1.50535455,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",29,99,11534,68,1513,243,30,28,32,38,39,410,13624
74946,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"Ings Road","Quebec Street",432670,420580,53.68066789,-1.50686529,0.10,0.06,Estimated,"Estimated from nearby links",109,445,32206,825,3582,469,64,61,62,90,60,806,37864
77656,2003,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Moorhouse Grove, Bottom Boat",M62,435830,425750,53.72692787,-1.45843038,0.80,0.50,Estimated,"Estimated from nearby links",71,163,9822,87,1217,218,25,13,23,20,20,319,11608
73699,2003,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,"LA Boundary",31,438600,424140,53.71226084,-1.41665009,2.70,1.68,Counted,"Dependent on a neighbouring counted link",0,187,66383,182,13766,2283,586,348,1205,5478,4702,14602,95120
967214,2003,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,448712,413838,53.61882903,-1.26506809,,,Counted,"Manual count",8,19,961,22,103,7,1,1,0,0,0,9,1114
73010,2002,8,"Yorkshire and The Humber",88,Wakefield,A628,Major,"LA Boundary",B6422,442710,412000,53.60283220,-1.35604812,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",49,102,8196,164,1539,166,26,45,27,41,20,325,10326
16008,2001,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,39,40,430500,419000,53.66659776,-1.53987171,4.20,2.61,Counted,"Manual count",0,309,74841,336,11944,4548,583,434,1303,2926,2266,12060,99490
6056,2001,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,32,33,446000,424000,53.71040457,-1.30456198,5.20,3.23,Counted,"Manual count",0,154,40894,143,8094,3102,467,474,1349,4656,3385,13433,62718
930760,2003,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,442620,425180,53.72129598,-1.35560442,,,Counted,"Manual count",83,61,5163,129,492,42,2,0,0,0,0,44,5889
16008,2002,8,"Yorkshire and The Humber",88,Wakefield,M1,Major,39,40,430500,419000,53.66659776,-1.53987171,4.20,2.61,Counted,"Manual count",0,251,69646,290,12580,4340,633,425,1255,3197,2194,12044,94811
7399,2002,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A656,M62,444050,424300,53.71326857,-1.33406034,1.20,0.75,Counted,"Manual count",51,180,18465,316,2449,430,74,29,70,92,60,755,22165
56056,2003,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,33,"LA Boundary",449200,422160,53.69357677,-1.25637672,4.50,2.80,Counted,"Manual count",0,144,35298,199,6749,2192,323,369,943,4342,3616,11785,54175
27419,2002,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,A61,"Moorhouse Grove, Bottom Boat",435000,424200,53.71305311,-1.47118415,5.10,3.17,Counted,"Manual count",15,79,11593,75,1370,156,37,50,24,26,18,311,13428
27433,2002,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,A61,"A638 Quebec Street",433000,421028,53.68467376,-1.50182193,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",26,148,13461,303,1426,184,23,3,8,9,12,239,15577
16578,2001,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A650 Bradford Road","A650 Roundabout",432770,422000,53.69342431,-1.50520187,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",114,273,25553,230,2269,1042,105,38,48,62,95,1390,29715
26605,2001,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,"A638 intersection",A642,433550,421000,53.68438719,-1.49349773,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",38,208,19917,188,2166,424,77,41,51,84,80,757,23236
60052,2002,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"M1 jn39",A6186,432000,417650,53.65437485,-1.51730931,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",51,131,23087,144,2466,592,104,87,130,165,148,1226,27054
962792,2002,8,"Yorkshire and The Humber",88,Wakefield,C,Minor,,,438000,424000,53.71104646,-1.42575730,,,Counted,"Manual count",59,88,5582,80,602,55,3,16,1,1,1,77,6429
57344,2002,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A6186,"A636 Charlesworth Way",433030,420000,53.67543242,-1.50147678,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",80,169,22473,265,2297,401,32,40,26,43,65,607,25811
56056,2002,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,33,"LA Boundary",449200,422160,53.69357677,-1.25637672,4.50,2.80,Counted,"Manual count",0,154,35404,142,6082,1788,336,368,921,4190,3505,11108,52890
27433,2001,8,"Yorkshire and The Humber",88,Wakefield,A650,Major,A61,"A638 Quebec Street",433000,421028,53.68467376,-1.50182193,1.70,1.06,Estimated,"Estimated using previous year's AADF on this link",25,143,13249,301,1330,195,23,3,8,11,11,251,15274
27438,2001,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A639,A6032,443470,425000,53.71960831,-1.34274946,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",4,20,12229,158,709,506,76,19,52,7,0,660,13776
46616,2002,8,"Yorkshire and The Humber",88,Wakefield,A61,Major,A642,A650,433000,421400,53.68801721,-1.50178249,1.00,0.62,Estimated,"Estimated using previous year's AADF on this link",79,282,20542,213,2604,339,63,30,32,61,70,595,24236
37464,2002,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,379730,A639,445000,422180,53.69413432,-1.31997478,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",105,261,27843,237,3191,531,65,31,44,76,58,805,32337
74947,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,Westgate,"Charlesworth Way",432700,420470,53.67967736,-1.50642267,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",46,82,11019,61,1163,210,20,10,11,37,23,311,12636
47419,2001,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,A637,"Hollin Lane, Calder Grove",430060,416300,53.64235584,-1.54679088,3.90,2.42,Estimated,"Estimated using previous year's AADF on this link",95,162,13241,364,940,283,9,3,63,116,0,474,15181
47426,2001,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6032,A655,441200,425000,53.71979196,-1.37714591,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",73,200,6151,106,1092,193,35,41,48,65,71,453,8002
47434,2001,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,A638,"Wentworth Rd, Featherstone",440000,419900,53.67404826,-1.39598550,4.70,2.92,Estimated,"Estimated using previous year's AADF on this link",11,16,7424,168,553,225,7,2,109,23,0,366,8527
47447,2001,8,"Yorkshire and The Humber",88,Wakefield,A655,Major,A638,"B6133 Church Lane",436530,420000,53.67520029,-1.44849727,5.50,3.42,Counted,"Manual count",17,179,8878,124,1270,361,82,129,35,98,58,763,11214
77617,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Wentworth Rd","Houndhill Lane",442500,419970,53.67448066,-1.35813531,2.10,1.30,Counted,"Manual count",73,107,15323,370,1811,249,38,30,57,61,53,488,18099
77618,2002,8,"Yorkshire and The Humber",88,Wakefield,A645,Major,"Houndhill Lane","Queen's Ave",444000,420650,53.68046839,-1.33533465,1.30,0.81,Estimated,"Estimated using previous year's AADF on this link",36,182,10855,310,1203,260,14,21,60,81,40,476,13026
77650,2002,8,"Yorkshire and The Humber",88,Wakefield,A636,Major,"Hollin Lane",M1,430800,416960,53.64824498,-1.53553299,0.80,0.50,Estimated,"Estimated from nearby links",14,88,15815,49,1658,316,17,70,21,45,30,499,18109
77653,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A61,"B6389 Agbrigg Rd",434250,419630,53.67202869,-1.48305024,1.30,0.81,Counted,"Manual count",82,373,25267,584,3031,541,85,78,64,140,98,1006,30261
27438,2002,8,"Yorkshire and The Humber",88,Wakefield,A656,Major,A639,A6032,443470,425000,53.71960831,-1.34274946,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",4,20,12425,160,760,478,78,19,47,6,0,628,13993
38732,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A635,"B6389 Agbrigg Rd",435000,419265,53.66869864,-1.47173939,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",127,332,28678,587,3405,798,107,139,79,174,151,1448,34450
56874,2002,8,"Yorkshire and The Humber",88,Wakefield,A642,Major,"Bridge Rd, Horbury",A638,431960,420000,53.67549870,-1.51767351,5.50,3.42,Counted,"Manual count",80,198,14736,386,1453,173,23,14,12,8,14,244,17017
17345,2001,8,"Yorkshire and The Humber",88,Wakefield,A637,Major,"LA boundary",A636,428830,413500,53.61725852,-1.56565347,3.00,1.86,Estimated,"Estimated using previous year's AADF on this link",10,62,9952,90,1291,446,55,42,31,66,110,750,12145
56056,2001,8,"Yorkshire and The Humber",88,Wakefield,M62,Major,33,"LA Boundary",449200,422160,53.69357677,-1.25637672,4.50,2.80,Counted,"Manual count",0,63,32096,137,6014,2330,384,374,922,4377,3515,11902,50212
7396,2001,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,A628,A645,440000,417650,53.65382603,-1.39627446,7.30,4.54,Counted,"Manual count",9,189,12076,183,1677,306,52,67,28,95,103,651,14776
7399,2001,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A656,M62,444050,424300,53.71326857,-1.33406034,1.20,0.75,Estimated,"Estimated using previous year's AADF on this link",32,134,15123,247,2103,701,148,72,40,73,95,1129,18736
954372,2002,8,"Yorkshire and The Humber",88,Wakefield,U,Minor,,,438740,411770,53.60107265,-1.41606688,,,Counted,"Manual count",22,44,3261,13,580,75,10,38,18,67,52,260,4158
56086,2002,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,A639,"M62 Jct 33",450000,415650,53.63499317,-1.24530812,9.70,6.03,Counted,"Manual count",0,102,32774,178,5879,2330,298,359,1402,3624,2933,10946,49879
47422,2002,8,"Yorkshire and The Humber",88,Wakefield,A638,Major,"A636 Denby Dale Road","A636 Charlesworth Way",433000,420400,53.67902943,-1.50188850,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",82,229,20591,137,2189,434,60,85,25,58,54,716,23862
56086,2001,8,"Yorkshire and The Humber",88,Wakefield,A1,Major,A639,"M62 Jct 33",450000,415650,53.63499317,-1.24530812,9.70,6.03,Counted,"Manual count",0,138,39150,387,5777,2363,353,477,970,3097,2928,10188,55640
47426,2002,8,"Yorkshire and The Humber",88,Wakefield,A639,Major,A6032,A655,441200,425000,53.71979196,-1.37714591,0.70,0.43,Estimated,"Estimated using previous year's AADF on this link",76,208,6250,106,1171,183,35,42,43,56,78,437,8172
